JARVIS-ID,Spg.number,Spg.Symbol,Composition,Spillage,SO_dir,SO_indir,NSO_di,NSO_indir,Dimesniolity ,mpid,Type,?1,?2,?3,?4,?5,?6,Indirgap QE(eV),Dirgap QE (eV),Dirgap WT (eV),Indirgap WT (eV),Dirgap WT-dense (eV)
JVASP-41274,225,Fm-3m,MgInIr2,0.771,0,-4.209,0,-2.163,3D,,,,,,,,,,,,,
JVASP-14781,221,Pm-3m,YPd3,0.032,0,-4.208,0.014,-1.61,3D,,,,,,,,,,,,,
JVASP-37579,225,Fm-3m,Zn2CuIr,0.636,0.012,-4.207,0,-4.343,3D,,,,,,,,,,,,,
JVASP-41214,225,Fm-3m,Mg2PdAu,0.048,0.001,-4.206,0,-3.822,3D,,,,,,,,,,,,,
JVASP-1735,191,P6/mmm,LuB2,0.024,0.004,-4.202,0,-1.642,3D,,,,,,,,,,,,,
JVASP-38693,225,Fm-3m,SnPd2,0.071,0,-4.199,0,-3.456,3D,,,,,,,,,,,,,
JVASP-18398,225,Fm-3m,LuH2,0.025,0.011,-4.199,1.981,-1.288,3D,,,,,,,,,,,,,
JVASP-19971,194,P6_3/mmc,Su,0.938,0,-4.189,0,-4.58,3D,,,,,,,,,,,,,
JVASP-38356,221,Pm-3m,InSb3,0.395,0.005,-4.185,0,-4.494,3D,mp-975511,,,,,,,,-3.419,0.028,0,-4.176,0.002
JVASP-19806,225,Fm-3m,PrSe,0.793,0.003,-4.183,1.294,0.834,3D,,,,,,,,,,,,,
JVASP-38512,225,Fm-3m,CdHg2,0.249,0,-4.178,0,-3.805,3D,,,,,,,,,,,,,
JVASP-38781,225,Fm-3m,ZnPd2Au,0.821,0,-4.166,0.02,-0.148,3D,,,,,,,,,,,,,
JVASP-40865,221,Pm-3m,PmPd3,0.039,0,-4.165,0.001,-1.604,3D,,,,,,,,,,,,,
JVASP-19715,225,Fm-3m,SmSe,0.663,0.004,-4.155,1.412,0.788,3D,,,,,,,,,,,,,
JVASP-16206,139,I4/mmm,GeSb,0.635,0,-4.151,0.007,-3.097,3D,,,,,,,,,,,,,
JVASP-41381,225,Fm-3m,MgGaIr2,0.705,0,-4.149,0,-2.693,3D,,,,,,,,,,,,,
JVASP-41285,225,Fm-3m,Cd3,0.025,0.002,-4.147,0,-3.914,3D,,,,,,,,,,,,,
JVASP-18640,191,P6/mmm,TlBi2,2.048,0,-4.146,0,-3.237,3D,,,,,,,,,,,,,
JVASP-38695,225,Fm-3m,MgPdAu2,0.926,0.032,-4.144,0,-4.244,3D,,,,,,,,,,,,,
JVASP-35074,129,P4/nmm,SmSe2,0.968,0.003,-4.132,0,-4.17,3D,,,,,,,,,,,,,
JVASP-32134,186,P6_3mc,SnCl,1.431,0,-4.125,0,-4.217,0D,,,,,,,,,,,,,
JVASP-40420,225,Fm-3m,Al2RuRh,0.062,0,-4.099,0,-2.241,3D,,,,,,,,,,,,,
JVASP-53293,225,Fm-3m,LiIn2Ru,0.049,0,-4.098,0,-2.354,3D,,,,,,,,,,,,,
JVASP-15150,216,F-43m,Li2SbPt,0.286,0,-4.09,0,-4.218,3D,,,,,,,,,,,,,
JVASP-19759,225,Fm-3m,TbSe,0.952,0.004,-4.054,1.575,0.797,3D,,,,,,,,,,,,,
JVASP-39845,225,Fm-3m,MgAlIr2,0.498,0,-4.051,0,-2.918,3D,,,,,,,,,,,,,
JVASP-15913,216,F-43m,MgSbPd,0.041,0,-4.044,0,-3.952,3D,,,,,,,,,,,,,
JVASP-37217,221,Pm-3m,SmAs3,0.065,0.016,-4.038,0,-4.224,3D,,,,,,,,,,,,,
JVASP-20384,225,Fm-3m,PIr2,0.534,0,-4.017,0,-3.909,3D,,,,,,,,,,,,,
JVASP-20571,225,Fm-3m,PIr2,0.534,0,-4.017,0,-3.909,3D,,,,,,,,,,,,,
JVASP-19845,225,Fm-3m,DySe,0.972,0.004,-4.012,1.633,0.807,3D,,,,,,,,,,,,,
JVASP-36125,139,I4/mmm,InPd3,0.251,0,-4.007,0.012,-0.328,3D,,,,,,,,,,,,,
JVASP-19970,191,P6/mmm,ErB2,0.019,0.003,-4.007,0,-1.575,3D,,,,,,,,,,,,,
JVASP-56771,216,F-43m,Li2AgSn,0.756,0,-4.005,0,-3.907,3D,,,,,,,,,,,,,
JVASP-18415,225,Fm-3m,TmH2,0.022,0.011,-3.995,1.83,-1.122,3D,,,,,,,,,,,,,
JVASP-41294,225,Fm-3m,MgGaNi2,0.07,0.001,-3.991,0,-3.975,3D,,,,,,,,,,,,,
JVASP-16583,225,Fm-3m,LiAl2Ir,0.662,0.03,-3.99,0,-4.179,3D,,,,,,,,,,,,,
JVASP-25261,139,I4/mmm,I,0.174,0,-3.975,0,-3.374,3D,,,,,,,,,,,,,
JVASP-14731,225,Fm-3m,HoSe,0.996,0.004,-3.973,1.691,0.816,3D,,,,,,,,,,,,,
JVASP-38623,139,I4/mmm,NiAg3,1.112,0,-3.972,0,-0.254,3D,,,,,,,,,,,,,
JVASP-19900,225,Fm-3m,ZrP,0.051,0,-3.971,0,-1.319,3D,,,,,,,,,,,,,
JVASP-18685,216,F-43m,Li2CuSn,0.08,0.005,-3.97,0,-3.884,3D,,,,,,,,,,,,,
JVASP-15357,139,I4/mmm,Er(SiCu)2,0.026,0,-3.97,0,-2.806,3D,,,,,,,,,,,,,
JVASP-51319,225,Fm-3m,BeSbAs2,1.752,0.002,-3.965,0,-3.431,3D,,,,,,,,,,,,,
JVASP-17553,225,Fm-3m,MgInNi2,0.145,0,-3.962,0,-3.962,3D,,,,,,,,,,,,,
JVASP-19889,225,Fm-3m,NbC,0.061,0,-3.959,0,-0.809,3D,,,,,,,,,,,,,
JVASP-42040,225,Fm-3m,LiInPt2,1.13,0.071,-3.958,0,-5.189,3D,,,,,,,,,,,,,
JVASP-18911,59,Pmmn,Ag3Sn,0.18,0,-3.958,0,-4.04,3D,,,,,,,,,,,,,
JVASP-19932,187,P-6m2,WN,0.297,0,-3.955,0,-0.582,3D,,,,,,,,,,,,,
JVASP-15717,225,Fm-3m,Ta,0.527,0.002,-3.954,0,-1.61,3D,,,,,,,,,,,,,
JVASP-25320,225,Fm-3m,Ta,0.527,0.002,-3.954,0,-1.61,3D,,,,,,,,,,,,,
JVASP-35011,129,P4/nmm,NdSe2,0.147,0.003,-3.95,0,-3.988,3D,,,,,,,,,,,,,
JVASP-51216,216,F-43m,KBePt,0.153,0,-3.948,1.019,0.862,3D,,,,,,,,,,,,,
JVASP-9328,123,P4/mmm,Ba2YSn3O8,0.034,0,-3.943,0.335,-1.731,3D,,,,,,,,,,,,,
JVASP-14574,225,Fm-3m,ErSe,1.012,0.004,-3.936,1.746,0.824,3D,,,,,,,,,,,,,
JVASP-16282,225,Fm-3m,SnSb,0.199,0,-3.92,0,-2.871,3D,,,,,,,,,,,,,
JVASP-20645,191,P6/mmm,HoB2,0.018,0.003,-3.919,0,-1.536,3D,,,,,,,,,,,,,
JVASP-20743,191,P6/mmm,HoB2,0.018,0.003,-3.919,0,-1.536,3D,,,,,,,,,,,,,
JVASP-32145,139,I4/mmm,IrC2,1.061,0,-3.916,0,-1.326,1D,,,,,,,,,,,,,
JVASP-7807,191,P6/mmm,YB2,0.002,0.007,-3.914,0,-1.486,3D,,,,,,,,,,,,,
JVASP-7737,225,Fm-3m,Li2MgIn,0.042,0,-3.911,0,-3.85,3D,,,,,,,,,,,,,
JVASP-38765,225,Fm-3m,ZnGaRh2,1.304,0,-3.91,0,-1.835,3D,,,,,,,,,,,,,
JVASP-40221,225,Fm-3m,BeSiOs2,1.633,0,-3.909,0,-4.181,3D,,,,,,,,,,,,,
JVASP-56847,139,I4/mmm,Sm(SiAg)2,0.062,0,-3.909,0.014,-2.862,3D,,,,,,,,,,,,,
JVASP-15071,225,Fm-3m,TmSe,1.032,0.004,-3.903,1.796,0.828,3D,,,,,,,,,,,,,
JVASP-15196,139,I4/mmm,Y(SiCu)2,0.006,0,-3.901,0.001,-2.774,3D,,,,,,,,,,,,,
JVASP-39346,216,F-43m,PdN,0.029,0,-3.892,0.007,-3.221,3D,,,,,,,,,,,,,
JVASP-15799,225,Fm-3m,Li3Tl,0.998,0.012,-3.89,0,-3.597,3D,,,,,,,,,,,,,
JVASP-20493,225,Fm-3m,TaO,0.498,0.001,-3.89,0,-2.328,3D,,,,,,,,,,,,,
JVASP-18391,225,Fm-3m,ErH2,0.02,0.011,-3.883,1.77,-1.024,3D,,,,,,,,,,,,,
JVASP-14878,225,Fm-3m,TaN,0.268,0.001,-3.882,0,-3.896,3D,,,,,,,,,,,,,
JVASP-15911,216,F-43m,Li2SbPd,0.048,0,-3.869,0,-3.812,3D,,,,,,,,,,,,,
JVASP-56776,225,Fm-3m,BiTe,1.299,0,-3.868,0.801,0.738,3D,,,,,,,,,,,,,
JVASP-15035,225,Fm-3m,PRh2,0.181,0,-3.868,0,-2.286,3D,,,,,,,,,,,,,
JVASP-4861,191,P6/mmm,YbGa2,0.025,0.003,-3.859,0,-3.894,3D,,,,,,,,,,,,,
JVASP-17234,191,P6/mmm,YbGa2,0.025,0.003,-3.859,0,-3.894,3D,,,,,,,,,,,,,
JVASP-18386,225,Fm-3m,HoH2,0.019,0,-3.858,1.7,-0.937,3D,,,,,,,,,,,,,
JVASP-20374,191,P6/mmm,DyB2,0.017,0.005,-3.853,0,-1.496,3D,,,,,,,,,,,,,
JVASP-20565,191,P6/mmm,DyB2,0.017,0.005,-3.853,0,-1.496,3D,,,,,,,,,,,,,
JVASP-19921,191,P6/mmm,TbB2,0.017,0.004,-3.823,0,-1.513,3D,,,,,,,,,,,,,
JVASP-38934,225,Fm-3m,Mg2ZnPd,0.026,0,-3.811,0,-3.918,3D,,,,,,,,,,,,,
JVASP-41719,225,Fm-3m,LiTl2Rh,0.19,0.009,-3.802,0,-4.481,3D,,,,,,,,,,,,,
JVASP-38610,221,Pm-3m,LiHg3,0.462,0,-3.795,0,-2.243,3D,,,,,,,,,,,,,
JVASP-16787,221,Pm-3m,PrPt3,0.497,0,-3.792,0.01,-1.124,3D,,,,,,,,,,,,,
JVASP-14952,129,P4/nmm,NdTe2,0.371,0,-3.785,0,-3.901,3D,,,,,,,,,,,,,
JVASP-30585,166,R-3m,SbO2,0.006,0.018,-3.782,0.025,-1.378,2D,,,,,,,,,,,,,
JVASP-39668,225,Fm-3m,Li2TlAg,0.349,0.3,-3.774,0,-3.947,3D,mp-865666,Strong-TI,1,0,1,0,1,0,-3.771,0.341,0.291,-3.774,0.291
JVASP-35904,129,P4/nmm,HoTe2,0.357,0.001,-3.772,0,-3.903,3D,,,,,,,,,,,,,
JVASP-18778,221,Pm-3m,SmPt3,1.254,0,-3.77,0,-1.29,3D,,,,,,,,,,,,,
JVASP-18385,225,Fm-3m,DyH2,0.018,0,-3.767,1.622,-0.848,3D,,,,,,,,,,,,,
JVASP-38936,225,Fm-3m,Mg2ZnRh,0.094,0.002,-3.765,0,-3.19,3D,,,,,,,,,,,,,
JVASP-14991,225,Fm-3m,YSe,1.181,0.004,-3.755,1.796,0.938,3D,,,,,,,,,,,,,
JVASP-39253,221,Pm-3m,In3As,0.264,0.039,-3.753,0,-3.752,3D,,,,,,,,,,,,,
JVASP-36019,225,Fm-3m,GeC,0.007,0.172,-3.752,0.236,-3.726,3D,,,,,,,,,,,,,
JVASP-40328,225,Fm-3m,Li3In,0.253,0.002,-3.743,0,-3.583,3D,,,,,,,,,,,,,
JVASP-37418,221,Pm-3m,SrAgO3,0.057,0,-3.741,0,-0.675,3D,,,,,,,,,,,,,
JVASP-40279,225,Fm-3m,LiGaPt2,0.892,0.206,-3.738,0,-4.196,3D,mp-867170,,,,,,,,-3.689,0.317,0,-3.977,0.053
JVASP-19821,191,P6/mmm,MgB2,0,0.063,-3.732,0,-3.805,3D,,,,,,,,,,,,,
JVASP-8702,225,Fm-3m,Li2GePd,0.023,0.002,-3.717,0,-3.777,3D,,,,,,,,,,,,,
JVASP-39341,225,Fm-3m,LiHg3,0.073,0.005,-3.706,0.624,-3.047,3D,,,,,,,,,,,,,
JVASP-39812,225,Fm-3m,TmCdAu2,1.273,0,-3.702,0,-2.759,3D,,,,,,,,,,,,,
JVASP-37444,221,Pm-3m,YOsO3,1.102,0,-3.695,0,-3.932,3D,,,,,,,,,,,,,
JVASP-16604,225,Fm-3m,PtO,0.892,0,-3.686,0,-3.867,3D,,,,,,,,,,,,,
JVASP-18413,225,Fm-3m,TbH2,0.017,0,-3.682,1.54,-0.763,3D,,,,,,,,,,,,,
JVASP-37704,225,Fm-3m,PbAu3,0.29,0,-3.679,0,-3.708,3D,,,,,,,,,,,,,
JVASP-41712,225,Fm-3m,LiRh2Pb,0.249,0,-3.673,0,-1.213,3D,,,,,,,,,,,,,
JVASP-16636,216,F-43m,ZnNiSb,0.031,0,-3.669,0,-3.551,3D,,,,,,,,,,,,,
JVASP-37780,221,Pm-3m,Ga3Bi,0.956,0.008,-3.659,0,-3.909,3D,,,,,,,,,,,,,
JVASP-8171,216,F-43m,GeP,0.002,0.005,-3.658,0,0,3D,,,,,,,,,,,,,
JVASP-36208,225,Fm-3m,AuN,0.18,0.002,-3.654,0,-4.033,3D,,,,,,,,,,,,,
JVASP-14904,129,P4/nmm,NdS2,0.364,0.005,-3.645,0,-3.669,3D,,,,,,,,,,,,,
JVASP-36924,1,P1,RbTlBr3,0.036,0.001,-3.644,0.004,-0.403,3D,,,,,,,,,,,,,
JVASP-51444,216,F-43m,MgCuSn,0.394,0.006,-3.637,0,-3.522,3D,,,,,,,,,,,,,
JVASP-39557,139,I4/mmm,ZnPb3,1.245,0.016,-3.635,0.025,-4.13,3D,mp-971775,,0,1,0,1,0,1,-3.605,0.015,0.015,-3.605,0.015
JVASP-51748,65,Cmmm,H2Pd3,0.719,0,-3.63,0.007,-2.011,3D,,,,,,,,,,,,,
JVASP-14563,221,Pm-3m,DyPt3,0.702,0,-3.626,0.008,-1.418,3D,,,,,,,,,,,,,
JVASP-16623,221,Pm-3m,TiTc,0.037,0.001,-3.625,0,-3.584,3D,,,,,,,,,,,,,
JVASP-36779,123,P4/mmm,BaAgO2,0.059,0.003,-3.604,0,-1.226,3D,,,,,,,,,,,,,
JVASP-16167,194,P6_3/mmc,NbSnS2,0.792,0,-3.597,0,-3.771,3D,,,,,,,,,,,,,
JVASP-38285,221,Pm-3m,RbTeO3,0.015,0.002,-3.597,0,-0.771,3D,,,,,,,,,,,,,
JVASP-51158,216,F-43m,TlCuIr,0.862,0,-3.595,0.038,0.027,3D,,,,,,,,,,,,,
JVASP-14858,221,Pm-3m,HoPt3,0.765,0,-3.592,0.008,-1.432,3D,,,,,,,,,,,,,
JVASP-15302,139,I4/mmm,Pr(SiCu)2,0.013,0,-3.59,0.005,-2.512,3D,,,,,,,,,,,,,
JVASP-39019,221,Pm-3m,SnBO3,0.003,0,-3.582,0,-1.654,3D,,,,,,,,,,,,,
JVASP-8687,216,F-43m,MgNiBi,0.214,0,-3.58,0,-3.166,3D,,,,,,,,,,,,,
JVASP-13861,194,P6_3/mmc,ZrN,0.038,0,-3.578,0,-3.586,3D,,,,,,,,,,,,,
JVASP-13980,187,P-6m2,YbPPt,0.209,0,-3.576,0,-3.632,2D,,,,,,,,,,,,,
JVASP-16186,187,P-6m2,YbPPt,0.209,0,-3.576,0,-3.632,2D,,,,,,,,,,,,,
JVASP-35241,123,P4/mmm,Sr2CuC(NO)2,0.028,0.001,-3.576,0,-0.511,3D,,,,,,,,,,,,,
JVASP-37648,221,Pm-3m,HgBi3,1.409,0,-3.57,0,-1.407,3D,,,,,,,,,,,,,
JVASP-20236,221,Pm-3m,ErPt3,0.478,0,-3.558,0,-1.463,3D,,,,,,,,,,,,,
JVASP-20505,221,Pm-3m,ErPt3,0.478,0,-3.558,0,-1.463,3D,,,,,,,,,,,,,
JVASP-18315,123,P4/mmm,LiBi,0.595,0.093,-3.556,0,-5.058,3D,,,,,,,,,,,,,
JVASP-37858,225,Fm-3m,Al2CoOs,0.424,0,-3.55,0,-1.925,3D,,,,,,,,,,,,,
JVASP-14665,225,Fm-3m,SmTe,0.61,0.008,-3.547,1.175,0.302,3D,,,,,,,,,,,,,
JVASP-36114,225,Fm-3m,CdC,0.008,0.001,-3.545,0,-3.567,3D,,,,,,,,,,,,,
JVASP-16626,225,Fm-3m,YbZn,0.106,0.005,-3.538,0,-3.63,3D,,,,,,,,,,,,,
JVASP-19745,191,P6/mmm,TbSi2,0.218,0.006,-3.535,0,-1.028,3D,,,,,,,,,,,,,
JVASP-16773,216,F-43m,LiSbAu,0.078,0,-3.531,0,-3.421,3D,,,,,,,,,,,,,
JVASP-14512,221,Pm-3m,TmPt3,0.514,0,-3.526,0.01,-1.494,3D,,,,,,,,,,,,,
JVASP-20108,225,Fm-3m,TbTe,0.91,0.008,-3.517,1.319,0.286,3D,,,,,,,,,,,,,
JVASP-18345,221,Pm-3m,BaBi3,2.186,0,-3.512,0,-3.802,3D,,,,,,,,,,,,,
JVASP-18405,225,Fm-3m,YH2,0.002,0.008,-3.509,1.973,-0.654,3D,,,,,,,,,,,,,
JVASP-35825,221,Pm-3m,YbNiH3,0.03,0,-3.498,0,-3.249,3D,,,,,,,,,,,,,
JVASP-36603,221,Pm-3m,SrIrO3,0.954,0.008,-3.492,0,-3.161,3D,,,,,,,,,,,,,
JVASP-35984,187,P-6m2,IrC,0.544,0,-3.492,0.032,-2.271,3D,,,,,,,,,,,,,
JVASP-20415,225,Fm-3m,DyTe,0.943,0.008,-3.487,1.373,0.289,3D,,,,,,,,,,,,,
JVASP-20603,225,Fm-3m,DyTe,0.943,0.008,-3.487,1.373,0.289,3D,,,,,,,,,,,,,
JVASP-17403,225,Fm-3m,ZnNi2Ge,0.026,0.003,-3.484,0,-3.596,3D,,,,,,,,,,,,,
JVASP-19902,221,Pm-3m,ScGa3,0.004,0.012,-3.475,0,-3.493,3D,,,,,,,,,,,,,
JVASP-16089,225,Fm-3m,Os,0.174,0.011,-3.469,0,-3.799,3D,,,,,,,,,,,,,
JVASP-38839,225,Fm-3m,HgPd2Au,0.81,0,-3.465,0.012,-0.169,3D,,,,,,,,,,,,,
JVASP-16545,221,Pm-3m,HfTc,0.113,0.001,-3.461,0,-3.392,3D,,,,,,,,,,,,,
JVASP-15082,194,P6_3/mmc,SbPt,2.151,0,-3.457,0,-3.851,3D,,,,,,,,,,,,,
JVASP-39789,225,Fm-3m,LuMgAu2,0.423,0.002,-3.455,0,-2.795,3D,,,,,,,,,,,,,
JVASP-7907,139,I4/mmm,La2CuO4,0.02,0.006,-3.455,0.005,-0.933,3D,,,,,,,,,,,,,
JVASP-41702,225,Fm-3m,Li2PdPb,0.847,0.001,-3.452,0,-3.797,3D,,,,,,,,,,,,,
JVASP-35006,123,P4/mmm,2Cl,0,0.032,-3.443,0.08,-3.396,3D,,,,,,,,,,,,,
JVASP-15779,229,Im-3m,Ho,0.99,0,-3.438,0,-1.616,3D,,,,,,,,,,,,,
JVASP-25325,229,Im-3m,Ho,0.99,0,-3.438,0,-1.616,3D,,,,,,,,,,,,,
JVASP-14943,225,Fm-3m,PrTe,0.559,0.007,-3.438,1.069,0.374,3D,,,,,,,,,,,,,
JVASP-41156,225,Fm-3m,MgTlRh2,1.384,0.001,-3.434,0,-1.09,3D,,,,,,,,,,,,,
JVASP-25068,229,Im-3m,Lu,0.667,0.001,-3.433,0,-1.352,3D,,,,,,,,,,,,,
JVASP-7645,229,Im-3m,Lu,0.667,0.001,-3.433,0,-1.352,3D,,,,,,,,,,,,,
JVASP-15014,221,Pm-3m,LaB6,0.088,0,-3.427,0.021,-0.195,3D,,,,,,,,,,,,,
JVASP-37215,225,Fm-3m,Si2TcOs,1.629,0,-3.425,0,-3.55,3D,,,,,,,,,,,,,
JVASP-14871,225,Fm-3m,TmTe,0.769,0.008,-3.42,1.532,0.308,3D,,,,,,,,,,,,,
JVASP-41180,225,Fm-3m,Mg2AgRh,0.112,0.025,-3.416,0,-3.728,3D,,,,,,,,,,,,,
JVASP-37370,194,P6_3/mmc,SmGe3,0.211,0,-3.415,0,-3.472,3D,,,,,,,,,,,,,
JVASP-15864,225,Fm-3m,ZrAs,0.449,0.001,-3.408,0,-1.315,3D,,,,,,,,,,,,,
JVASP-16333,229,Im-3m,Dy,0.944,0,-3.404,0,-1.688,3D,,,,,,,,,,,,,
JVASP-25128,229,Im-3m,Dy,0.944,0,-3.404,0,-1.688,3D,,,,,,,,,,,,,
JVASP-14748,221,Pm-3m,MgPd,0.058,0.041,-3.399,0,-3.716,3D,,,,,,,,,,,,,
JVASP-16335,229,Im-3m,Er,1.018,0.001,-3.391,0,-1.544,3D,,,,,,,,,,,,,
JVASP-25129,229,Im-3m,Er,1.018,0.001,-3.391,0,-1.544,3D,,,,,,,,,,,,,
JVASP-16355,225,Fm-3m,HfAlAu2,0.131,0,-3.39,0,-2.09,3D,,,,,,,,,,,,,
JVASP-16294,229,Im-3m,Tm,0.729,0.001,-3.372,0,-1.484,3D,,,,,,,,,,,,,
JVASP-25126,229,Im-3m,Tm,0.729,0.001,-3.372,0,-1.484,3D,,,,,,,,,,,,,
JVASP-18737,139,I4/mmm,Li3Pb,0.593,0,-3.368,0,-2.995,3D,,,,,,,,,,,,,
JVASP-17322,216,F-43m,MgNiSb,0.128,0,-3.365,0,-3.279,3D,,,,,,,,,,,,,
JVASP-16539,229,Im-3m,Tb,0.904,0.001,-3.364,0,-1.75,3D,,,,,,,,,,,,,
JVASP-25135,229,Im-3m,Tb,0.904,0.001,-3.364,0,-1.75,3D,,,,,,,,,,,,,
JVASP-25089,166,R-3m,Hg,0.117,0.253,-3.363,0.111,-3.622,3D,,,,,,,,,,,,,
JVASP-7739,166,R-3m,Hg,0.117,0.253,-3.363,0.111,-3.622,3D,,,,,,,,,,,,,
JVASP-18714,139,I4/mmm,ZrGa3,0.099,0,-3.337,0.008,-2.116,3D,,,,,,,,,,,,,
JVASP-14667,225,Fm-3m,HfB,0.127,0,-3.33,0,-3.287,3D,,,,,,,,,,,,,
JVASP-15009,123,P4/mmm,YbPb,0.881,0.004,-3.327,0.005,-3.593,3D,,,,,,,,,,,,,
JVASP-14813,229,Im-3m,Rb,0.001,0,-3.327,10.848,10.848,3D,,,,,,,,,,,,,
JVASP-21207,229,Im-3m,Rb,0.001,0,-3.327,10.848,10.848,3D,,,,,,,,,,,,,
JVASP-38886,225,Fm-3m,MgSbPd2,0.064,0,-3.306,0,-3.165,3D,,,,,,,,,,,,,
JVASP-38357,225,Fm-3m,InSb3,0.858,0.006,-3.305,0,-3.485,3D,,,,,,,,,,,,,
JVASP-39386,191,P6/mmm,OsN2,0.57,0.21,-3.304,0,-3.58,3D,mp-973935,Strong-TI,1,0,1,0,0,1,-3.288,0.245,0.224,-3.299,0.224
JVASP-15708,221,Pm-3m,TlSb,1.199,0,-3.301,0,-3.166,3D,,,,,,,,,,,,,
JVASP-16085,225,Fm-3m,Ru,0.113,0.014,-3.299,0,-3.522,3D,,,,,,,,,,,,,
JVASP-16275,187,P-6m2,TaS,0.35,0,-3.297,0,-0.235,2D,,,,,,,,,,,,,
JVASP-4699,187,P-6m2,TaS,0.35,0,-3.297,0,-0.235,2D,,,,,,,,,,,,,
JVASP-14097,191,P6/mmm,ErSi2,0.077,0.001,-3.291,0,-1.048,3D,,,,,,,,,,,,,
JVASP-20596,191,P6/mmm,ErSi2,0.077,0.001,-3.291,0,-1.048,3D,,,,,,,,,,,,,
JVASP-18406,225,Fm-3m,SmH2,0.01,0.017,-3.291,1.294,-0.506,3D,,,,,,,,,,,,,
JVASP-18340,221,Pm-3m,SrBi3,2.097,0,-3.284,0,-2.897,3D,,,,,,,,,,,,,
JVASP-19941,225,Fm-3m,YTe,0.47,0.002,-3.282,1.516,0.413,3D,,,,,,,,,,,,,
JVASP-41762,225,Fm-3m,CdGaRh2,0.634,0,-3.27,0,-1.425,3D,,,,,,,,,,,,,
JVASP-39715,225,Fm-3m,YbGa2Ir,0.47,0,-3.266,0,-3.655,3D,,,,,,,,,,,,,
JVASP-37675,225,Fm-3m,Pd2Pb,0.697,0,-3.264,0,-1.995,3D,,,,,,,,,,,,,
JVASP-40022,225,Fm-3m,TiBe2Ir,0.631,0.001,-3.262,0,-3.136,3D,,,,,,,,,,,,,
JVASP-38940,221,Pm-3m,Mg3Cd,0.037,0.003,-3.257,0,-3.208,3D,,,,,,,,,,,,,
JVASP-51214,216,F-43m,BeTcSe,0.983,0,-3.255,0,-1.265,3D,,,,,,,,,,,,,
JVASP-17566,225,Fm-3m,Sn2Pt,0.228,0,-3.253,0,-3.501,3D,,,,,,,,,,,,,
JVASP-38462,225,Fm-3m,Li2Pb,0.932,0,-3.231,0,-2.88,3D,,,,,,,,,,,,,
JVASP-41553,225,Fm-3m,YbZu2,0.506,0.002,-3.227,0,-3.133,3D,,,,,,,,,,,,,
JVASP-16087,225,Fm-3m,W,0.772,0.156,-3.22,0,-3.653,3D,,,,,,,,,,,,,
JVASP-8241,221,Pm-3m,SbN,0.437,0.094,-3.22,0.06,-2.623,3D,,,,,,,,,,,,,
JVASP-36344,216,F-43m,OsN,0.477,0,-3.207,0.011,-0.467,3D,,,,,,,,,,,,,
JVASP-25390,139,I4/mmm,Rb,0.006,0.006,-3.198,10.851,10.851,3D,,,,,,,,,,,,,
JVASP-14488,225,Fm-3m,AsRh2,0.155,0,-3.193,0,-1.862,3D,,,,,,,,,,,,,
JVASP-4325,191,P6/mmm,LuSi2,0.091,0.009,-3.188,0,-1.24,3D,,,,,,,,,,,,,
JVASP-51666,194,P6_3/mmc,Hf3Al3C5,0.221,0,-3.175,0,-3.267,3D,,,,,,,,,,,,,
JVASP-52248,5,C2,Li2BiO3,0.031,0,-3.169,0.012,-0.474,3D,,,,,,,,,,,,,
JVASP-14509,194,P6_3/mmc,NiAs,0.764,0.012,-3.163,0,-3.332,3D,,,,,,,,,,,,,
JVASP-14407,191,P6/mmm,TmSi2,0.084,0.004,-3.162,0,-1.093,3D,,,,,,,,,,,,,
JVASP-19827,191,P6/mmm,TmSi2,0.084,0.004,-3.162,0,-1.093,3D,,,,,,,,,,,,,
JVASP-14508,194,P6_3/mmc,NiAs,0.224,0,-3.154,0,-3.275,3D,,,,,,,,,,,,,
JVASP-36110,216,F-43m,CdC,0.009,0.012,-3.153,0,-3.035,3D,,,,,,,,,,,,,
JVASP-49765,139,I4/mmm,Ho2CuO4,0.065,0,-3.147,0,-0.457,3D,,,,,,,,,,,,,
JVASP-51457,221,Pm-3m,V3Pt,2.032,0,-3.146,0,-1.688,3D,,,,,,,,,,,,,
JVASP-16567,221,Pm-3m,LaPt3,0.44,0,-3.132,0.002,-1.045,3D,,,,,,,,,,,,,
JVASP-20636,187,P-6m2,NbS,0.037,0.007,-3.127,0,-0.197,3D,,,,,,,,,,,,,
JVASP-37649,139,I4/mmm,Hg3Ir,0.395,0,-3.115,0.008,-2.106,3D,,,,,,,,,,,,,
JVASP-37063,194,P6_3/mmc,TcN,0.538,0.001,-3.109,0,-3.143,3D,,,,,,,,,,,,,
JVASP-56607,194,P6_3/mmc,Hf2Al3C4,0.188,0.002,-3.107,0,-3.131,3D,,,,,,,,,,,,,
JVASP-14727,225,Fm-3m,ZrB,0.016,0,-3.093,0,-2.873,3D,,,,,,,,,,,,,
JVASP-16279,221,Pm-3m,TlS,0.283,0,-3.092,0,-1.766,3D,,,,,,,,,,,,,
JVASP-36417,216,F-43m,TaC,0.052,0,-3.089,0.482,0.364,3D,,,,,,,,,,,,,
JVASP-41848,225,Fm-3m,LiAlPt2,0.804,0.201,-3.086,0,-4.424,3D,,,,,,,,,,,,,
JVASP-14544,191,P6/mmm,ErGa2,0.028,0,-3.086,0,-2.326,3D,,,,,,,,,,,,,
